,SID,TID,HG,GID,AbNr,Min,HZ,PR,SpSt,GS,AP,Ergeb,Phase,Spielphase,VorT,VNr,2VNr,3VNr,4VNr,5VNr,6VNr,7VNr,8VNr,9VNr,10VNr,11VNr,12VNr,SNr,Körperteil,xFe,yFe,xG
298,11,KSC,H,FCN,11,61,2,0,,1,25,Vorbei,Freistoss,FSF,KontrollierteVorlage,,,,,,,,,,,,,,R,5.5,48.0,0.21039773024727104
299,11,FCN,G,KSC,14,62,2,0,,-1,26,Vorbei,AusDemSpiel,USO,KontrollierteVorlage,9.0,,,,,,,,,,,,8.0,L,-3.0,35.0,0.0513320267098676
300,11,FCN,G,KSC,15,64,2,0,,-1,27,Vorbei,AusDemSpiel,nEW,KontrollierteVorlage,25.0,,,,,,,,,,,,11.0,R,0.5,40.5,0.22369031860307434
301,11,KSC,H,FCN,12,67,2,0,,1,28,Save,Freistoss,FSF,HoheFlanke,,,,,,,,,,,,,,K,1.5,46.5,0.18439538572362632
302,11,FCN,G,KSC,16,70,2,0,,-1,29,Vorbei,Freistoss,FSF,HoheFlanke,16.0,,,,,,,,,,,,9.0,K,6.0,40.0,0.04837195239591614
303,11,KSC,H,FCN,13,73,2,0,,1,30,Block,AusDemSpiel,USO,FlacheHereingabe,,,,,,,,,,,,,,L,3.5,42.0,0.10992872818615435
304,11,KSC,H,FCN,14,74,2,0,,1,31,Vorbei,Ecke,E,HoheFlanke,,,,,,,,,,,,,,K,0.5,46.5,0.16886497705331924
305,11,FCN,G,KSC,17,77,2,0,,-1,32,Save,AusDemSpiel,USO,Dribbling,4.0,6.0,11.0,,,,,,,,,,9.0,R,1.5,31.5,0.05200231922751928
306,11,FCN,G,KSC,18,81,2,0,3:3,-1,33,Tor,AusDemSpiel,USO,KontrollierteVorlage,7.0,20.0,,,,,,,,,,,25.0,R,2.0,52.0,0.9026482142794453
307,12,FCN,H,FCB,1,4,1,0,1:0,0,1,Tor,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,9.0,R,-6.5,40.5,0.3350833981550195
308,12,FCN,H,FCB,2,6,1,0,2:0,1,2,Tor,AusDemSpiel,EB,Dribbling,16.0,1.0,20.0,,,,,,,,,,7.0,R,-11.5,43.5,0.14565296529803654
309,12,FCN,H,FCB,3,11,1,0,,2,3,Block,AusDemSpiel,USO,KontrollierteVorlage,8.0,,,,,,,,,,,,10.0,L,12.0,39.0,0.06145758712775914
310,12,FCB,G,FCN,1,13,1,0,2:1,-2,4,Tor,AusDemSpiel,EB,FlacheHereingabe,,,,,,,,,,,,,,L,-2.5,47.0,0.29292168062992885
311,12,FCB,G,FCN,2,17,1,0,,-1,5,Vorbei,Freistoss,nFS,UnkontrollierteVorbereitung,,,,,,,,,,,,,,R,-5.0,33.5,0.013622284436386432
312,12,FCN,H,FCB,4,21,1,0,,1,6,Vorbei,Ecke,E,HoheFlanke,20.0,,,,,,,,,,,,16.0,K,2.0,50.0,0.4662369617791747
313,12,FCB,G,FCN,3,21,1,0,2:2,-1,7,Tor,AusDemSpiel,USO,FlacheHereingabe,,,,,,,,,,,,,,R,0.5,46.0,0.5117181951269139
314,12,FCB,G,FCN,4,22,1,0,,0,8,Save,AusDemSpiel,EB,HoheFlanke,,,,,,,,,,,,,,R,-0.5,46.0,0.6404367728135023
315,12,FCB,G,FCN,5,22,1,0,2:3,0,8,Tor,AusDemSpiel,EB,UnkontrollierteVorbereitung,,,,,,,,,,,,,,R,5.0,50.0,0.8652114383338095
316,12,FCN,H,FCB,5,25,1,0,,-1,9,Save,AusDemSpiel,EB,TieferPass,10.0,6.0,20.0,1.0,16.0,,,,,,,,8.0,R,8.0,40.5,0.23359818246558628
317,12,FCN,H,FCB,6,25,1,0,3:3,-1,9,Tor,Ecke,E,UnkontrollierteVorbereitung,,,,,,,,,,,,,7.0,L,-4.0,46.5,0.5220268499760957
318,12,FCN,H,FCB,7,33,1,0,4:3,0,10,Tor,Elfmeter,11M,DirekterStandard,,,,,,,,,,,,,7.0,R,-0.0,41.5,0.7503592297768774
319,12,FCB,G,FCN,6,34,1,0,,-1,11,Vorbei,AusDemSpiel,USO,KontrollierteVorlage,,,,,,,,,,,,,,R,-1.5,27.0,0.01546111809781101
320,12,FCN,H,FCB,8,38,1,0,,1,12,Vorbei,AusDemSpiel,EB,FlacheHereingabe,9.0,26.0,16.0,6.0,,,,,,,,,10.0,L,4.5,45.0,0.4811645074000611
321,12,FCB,G,FCN,7,41,2,0,4:4,-1,13,Tor,AusDemSpiel,USO,FlacheHereingabe,,,,,,,,,,,,,,R,-4.0,48.0,0.11820509889053646
322,12,FCB,G,FCN,8,42,2,0,4:5,0,14,Tor,AusDemSpiel,USO,Dribbling,,,,,,,,,,,,,,L,2.0,34.5,0.03595454743978023
323,12,FCN,H,FCB,9,46,2,0,5:5,-1,15,Tor,AusDemSpiel,USO,TieferPass,8.0,,,,,,,,,,,,9.0,R,-4.0,33.0,0.23776850438154878
324,12,FCB,G,FCN,9,54,2,0,,0,16,Save,AusDemSpiel,EB,Dribbling,,,,,,,,,,,,,,L,12.5,48.0,0.17055545804946165
325,12,FCB,G,FCN,10,54,2,0,5:6,0,16,Tor,Ecke,E,UnkontrollierteVorbereitung,,,,,,,,,,,,,,R,7.0,44.5,0.5224919315251477
326,12,FCN,H,FCB,10,57,2,0,,-1,17,Block,AusDemSpiel,EB,Dribbling,26.0,20.0,23.0,10.0,,,,,,,,,10.0,L,-13.0,41.0,0.026230930809896337
327,12,FCB,G,FCN,11,59,2,0,,1,18,Save,AusDemSpiel,USO,TieferPass,,,,,,,,,,,,,,L,9.0,46.0,0.39965558827118713
328,12,FCB,G,FCN,12,59,2,0,,1,19,Vorbei,AusDemSpiel,USO,KontrollierteVorlage,,,,,,,,,,,,,,R,9.5,34.5,0.016182968556727507
329,12,FCN,H,FCB,11,62,2,0,,-1,20,Vorbei,Ecke,E,HoheFlanke,8.0,,,,,,,,,,,,16.0,K,-2.0,45.5,0.04995386918646818
330,12,FCN,H,FCB,12,64,2,0,,-1,21,Alu,AusDemSpiel,USO,TieferPass,20.0,,,,,,,,,,,,7.0,L,8.0,43.5,0.2508641727658403
331,12,FCN,H,FCB,13,65,2,0,,-1,22,Block,AusDemSpiel,USO,Dribbling,,,,,,,,,,,,,10.0,L,5.5,30.0,0.028020724750271078
332,12,FCN,H,FCB,14,76,2,0,,-1,23,Vorbei,AusDemSpiel,USO,KontrollierteVorlage,7.0,16.0,20.0,23.0,13.0,,,,,,,,27.0,R,9.0,36.5,0.2752826474753199
333,12,FCB,G,FCN,13,78,2,0,,1,24,Block,AusDemSpiel,EB,FlacheHereingabe,,,,,,,,,,,,,,R,9.5,40.5,0.17890483795375184
334,12,FCB,G,FCN,14,79,2,0,,1,25,Block,AusDemSpiel,EB,FlacheHereingabe,,,,,,,,,,,,,,R,6.0,45.0,0.18834846229614527
335,12,FCN,H,FCB,15,82,2,0,,-1,26,Save,AusDemSpiel,USO,HoheFlanke,20.0,,,,,,,,,,,,16.0,R,-4.0,39.0,0.14620511834557595
336,13,60M,G,FCN,1,7,1,0,,0,1,Block,AusDemSpiel,USO,KontrollierteVorlage,,,,,,,,,,,,,,L,2.0,35.0,0.02690137204327684
337,13,60M,G,FCN,2,7,1,0,,0,1,Vorbei,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,,R,12.0,37.0,0.0028540499247109237
338,13,FCN,H,60M,1,8,1,0,,0,2,Vorbei,AusDemSpiel,USO,Dribbling,8.0,,,,,,,,,,,,9.0,R,3.5,41.0,0.14143838566910769
339,13,60M,G,FCN,3,9,1,0,,0,3,Save,AusDemSpiel,EB,KontrollierteVorlage,,,,,,,,,,,,,,R,0.5,37.0,0.03327642772240609
340,13,FCN,H,60M,2,10,1,0,,0,4,Vorbei,AusDemSpiel,USO,TieferPass,9.0,6.0,7.0,23.0,,,,,,,,,7.0,R,-15.0,45.0,0.16464112310002116
341,13,60M,G,FCN,4,14,1,0,,0,5,Block,AusDemSpiel,EB,HoheFlanke,,,,,,,,,,,,,,K,-7.5,39.5,0.01227811662338637
342,13,60M,G,FCN,5,18,1,0,,0,6,Block,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,,L,-1.0,33.5,0.0323510443710222
343,13,60M,G,FCN,6,18,1,0,,0,6,Block,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,,L,-6.5,38.0,0.07096005454181774
344,13,FCN,H,60M,3,18,1,0,,0,7,Vorbei,AusDemSpiel,USO,KontrollierteVorlage,7.0,,,,,,,,,,,,8.0,L,-4.5,38.0,0.24325443206419095
345,13,FCN,H,60M,4,22,1,0,,0,8,Vorbei,Ecke,nE,UnkontrollierteVorbereitung,,,,,,,,,,,,,6.0,R,6.5,36.0,0.10233069978539841
346,13,FCN,H,60M,5,25,1,0,,0,9,Block,AusDemSpiel,nEW,UnkontrollierteVorbereitung,,,,,,,,,,,,,20.0,L,13.5,31.0,0.006445034757468142
347,13,60M,G,FCN,7,28,1,0,,0,10,Save,AusDemSpiel,USO,KontrollierteVorlage,,,,,,,,,,,,,,R,-0.0,27.0,0.04350549069633084
348,13,FCN,H,60M,6,33,1,0,,0,11,Vorbei,AusDemSpiel,USO,Dribbling,8.0,16.0,26.0,,,,,,,,,,7.0,L,-5.5,35.0,0.17667083534164868
349,13,60M,G,FCN,8,35,1,0,,0,12,Vorbei,AusDemSpiel,USO,HoheFlanke,,,,,,,,,,,,,,K,1.0,43.5,0.12652623886936132
350,13,60M,G,FCN,9,37,1,0,,0,13,Vorbei,Ecke,E,HoheFlanke,,,,,,,,,,,,,,K,6.0,51.5,0.030364747479050453
351,13,FCN,H,60M,7,40,1,0,,0,14,Save,AusDemSpiel,USO,HoheFlanke,7.0,,,,,,,,,,,,9.0,K,2.0,43.5,0.1420943460084118
352,13,FCN,H,60M,8,40,1,0,1:0,0,14,Tor,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,7.0,K,6.5,47.5,0.4019795164097186
353,13,60M,G,FCN,10,44,2,0,,-1,15,Vorbei,Freistoss,FSS,DirekterStandard,,,,,,,,,,,,,,R,3.0,18.5,0.0024284126941014283
354,13,FCN,H,60M,9,51,2,0,,1,16,Save,AusDemSpiel,USO,Dribbling,8.0,26.0,6.0,,,,,,,,,,10.0,R,10.5,39.5,0.1289522650481627
355,13,60M,G,FCN,11,57,2,0,,-1,17,Vorbei,AusDemSpiel,USO,TieferPass,,,,,,,,,,,,,,R,-12.0,45.0,0.36034913419515685
356,13,FCN,H,60M,10,59,2,0,,1,18,Save,AusDemSpiel,EB,KontrollierteVorlage,4.0,23.0,6.0,8.0,20.0,4.0,,,,,,,18.0,R,14.0,33.0,0.015623286309249472
357,13,FCN,H,60M,11,60,2,0,,1,19,Save,Freistoss,FSS,DirekterStandard,,,,,,,,,,,,,8.0,R,-14.0,29.0,0.039166268848992984
358,13,60M,G,FCN,12,61,2,0,1:1,-1,20,Tor,AusDemSpiel,USO,TieferPass,,,,,,,,,,,,,,L,8.5,45.5,0.42360945789838433
359,13,60M,G,FCN,13,65,2,0,,0,21,Save,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,,R,-4.5,41.5,0.08921985919326701
360,13,FCN,H,60M,12,68,2,0,,0,22,Block,Freistoss,nFS,HoheFlanke,8.0,5.0,8.0,6.0,,,,,,,,,16.0,K,5.5,48.5,0.22857324678845384
361,13,FCN,H,60M,13,71,2,0,,0,23,Vorbei,AusDemSpiel,EB,KontrollierteVorlage,7.0,18.0,8.0,7.0,23.0,6.0,5.0,16.0,20.0,,,,10.0,L,-2.5,37.5,0.08271948264334324
362,13,FCN,H,60M,14,73,2,0,,0,24,Vorbei,AusDemSpiel,USO,Dribbling,18.0,5.0,18.0,,,,,,,,,,7.0,R,13.5,36.0,0.0971532775922586
363,13,FCN,H,60M,15,77,2,0,,0,25,Block,AusDemSpiel,USO,KontrollierteVorlage,10.0,,,,,,,,,,,,6.0,R,-14.5,38.5,0.024154470072044135
364,13,60M,G,FCN,14,83,2,0,,0,26,Save,AusDemSpiel,EB,TieferPass,,,,,,,,,,,,,,R,12.0,34.5,0.12224084106986989
365,14,SGF,H,FCN,1,7,1,0,,0,1,Vorbei,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,,R,14.5,34.0,0.017295775860184128
366,14,FCN,G,SGF,1,9,1,0,,0,2,Vorbei,AusDemSpiel,EB,TieferPass,16.0,26.0,4.0,16.0,,,,,,,,,9.0,R,-16.0,46.5,0.3887441549001512
367,14,FCN,G,SGF,2,13,1,0,0:1,0,3,Tor,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,9.0,R,-10.0,40.0,0.337863550462355
368,14,FCN,G,SGF,3,24,1,0,,1,4,Block,Ecke,nE,KontrollierteVorlage,10.0,,,,,,,,,,,,4.0,R,-0.0,23.5,0.004315778476882245
369,14,SGF,H,FCN,2,26,1,0,1:1,-1,5,Tor,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,,R,3.5,36.5,0.2896559607199725
370,14,SGF,H,FCN,3,27,1,0,,0,6,Save,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,,L,2.5,47.0,0.2706165096030052
371,14,SGF,H,FCN,4,27,1,0,2:1,0,6,Tor,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,,R,4.5,51.5,0.8928779218387822
372,14,FCN,G,SGF,4,29,1,0,,-1,7,Save,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,10.0,L,4.0,27.0,0.004945041485412597
373,14,SGF,H,FCN,5,32,1,0,,1,8,Save,AusDemSpiel,USO,Dribbling,,,,,,,,,,,,,,R,7.5,37.0,0.08706346202584066
374,14,FCN,G,SGF,5,46,2,0,,-1,9,Vorbei,Ecke,nE,HoheFlanke,8.0,20.0,,,,,,,,,,,16.0,K,3.0,47.0,0.27236511741916797
375,14,FCN,G,SGF,6,48,2,0,,-1,10,Vorbei,Freistoss,FSF,HoheFlanke,8.0,,,,,,,,,,,,16.0,K,-1.5,44.0,0.1278454080944487
376,14,SGF,H,FCN,6,52,2,0,,1,11,Vorbei,Freistoss,FSF,HoheFlanke,,,,,,,,,,,,,,K,-2.5,37.5,0.04406435426983282
377,14,SGF,H,FCN,7,53,2,0,,1,12,Vorbei,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,,R,-8.5,25.0,0.021842027347226626
378,14,FCN,G,SGF,7,54,2,0,2:2,-1,13,Tor,AusDemSpiel,EB,KontrollierteVorlage,10.0,8.0,4.0,23.0,6.0,16.0,20.0,1.0,,,,,9.0,R,-7.0,39.5,0.051982010524180354
379,14,SGF,H,FCN,8,59,2,0,,0,14,Vorbei,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,,R,-11.0,45.0,0.045390416412271796
380,14,FCN,G,SGF,8,77,2,0,,0,15,Save,AusDemSpiel,USO,UnkontrollierteVorbereitung,,,,,,,,,,,,,16.0,R,-15.0,26.0,0.0036218872001568155
381,14,SGF,H,FCN,9,79,2,0,,0,16,Vorbei,AusDemSpiel,USO,HoheFlanke,,,,,,,,,,,,,,K,5.5,47.0,0.47003776642975487
382,14,FCN,G,SGF,9,82,2,0,,0,17,Block,AusDemSpiel,USO,Dribbling,,,,,,,,,,,,,9.0,R,7.0,35.5,0.040319083891050746
383,14,FCN,G,SGF,10,83,2,0,,0,18,TLK,Ecke,E,KontrollierteVorlage,16.0,27.0,,,,,,,,,,,13.0,L,-3.0,46.5,0.5662480808744605
384,14,FCN,G,SGF,11,83,2,0,,0,18,Vorbei,Ecke,nE,KontrollierteVorlage,10.0,,,,,,,,,,,,5.0,R,-9.0,30.0,0.013880917255105787
385,14,FCN,G,SGF,12,83,2,0,2:3,0,19,Tor,Ecke,E,HoheFlanke,20.0,,,,,,,,,,,,16.0,K,3.0,50.0,0.3158965651656255
